5,ottimo prezzo,"L'ho recuperato oggi dalla posta. Uno smartphone per 50 euro è un prezzo molto competitivo. Per ora mi sembra funzionale e carino. Solo un pò pesante, ma per il momento sta andando molto bene. La batteria sembra di lunga durata come promesso. Sarebbe utile avere un manuale in pdf da scaricare"
3,ottimo ma non come sembra,"L'ho comprato a mia madre per farle avere un telefono ""moderno"" per 40 euro é ottimo per come lo usa lei, io l'ho preso in mano 2 minuti e stavo già sclerando, é un telefono consigliabile per anziani che vogliono introdursi nel 21 secolo! Comunque la pecca più grande é che ogni 5 minuti appaiono pubblicità a caso, cercate di risolveree!"
4,Buon rapporto qualità prezzo,"Buon cellulare ad un ottimo prezzo. Piacevole al tatto. Schermo ampio e luminoso. Un po' più lento delle attese, ma fa quello che mi aspettavo"
1,DOOGEE X10 Dual SIM Smartphone Android 6.0 - 3360mAh,"Arrivato pacco velocissimo, ho fatto regalo ai miei  genitori,  uno aveva diffetto. il smartphone molto lento,  non consiglio, fatto reso"
4,Bello,"Telefono bello , perfetto nei colori un pò lento all'accensione per il resto niente da dire se non si ha tante pretese."
1,Difettato,Problemi con l'aggiornamento..mi è appena arrivato..stavo facendo il primo aggiornamento..mancava poco alla fine si è fermato e mi ha dato errore. Non si spegne più..ho tolto la batteria..l'ho riacceso ma arriva alla prima schermata del nome del telefono poi basta..non si accende piu.. Qualcuno con lo stesso problema?
5,Ottimo,"Telefono molto bello esteticamente come in foto, arrivato qualche giorno prima, prestazioni android perfette, fotocamera ottima! Nulla da invidiare a cellulari di marca famosa , batteria di lunga durata!"
3,Telefonia mobile,"Telefono economico ma di buona utilità. Non bisogna aspettarsi che faccia grandi cose, collegamenti WiFi debole, GPS quasi inesistente, lento nell'aprire pagine. Ero in possesso del Doogee X5 e pensavo che il X10 fosse migliore ma mi sono sbagliato. Acquisto consigliato a chi non ha pretese."
5,doogee x 10,secondo me il prodotto è buono sopratutto nel prezzo un po pesantino però ha la scocca in metallo il processore è un po lento però se non si hanno grosse pretese può bastare la fotocamera è buona con 5 megapixel e la ricezione pure .per quello che costa vale la pena acquistarlo .
1,Sconsigliato,"Assolutamente lentissimo. Ho avviato  subito la pratica per il reso. Dal prezzo OK non possiamo aspettarci uno smartphone di elevata qualità, ma questo senza dubbio è davvero di pessima qualità."
1,Sconsigliatissimo!,"Restituito immediatamente!!! Non funzionava e si è riscaldato in modo sospetto solo dopo un paio d'ore. Pessima scelta, lo scosiglio"
1,Morto facendo l'aggiornamento,Purtroppo il cellulare si è brickato da solo mentre faceva un aggiornamento di sistema. Per motivi personali ho dovuto chiedere il reso anziché la sostituzione. Sicuramente altri saranno più fortunati di me. Sulla carta è un ottimo acquisto.
2,Vale quello che costa,"Può essere usato come secondo telefono e solo per le chiamate,è lentissimo sia per usare internet ma anche per le più banali funzioni,capisco anche che a questo prezzo non si possa pretendere,ma speravo in qualcosa di meglio"
4,Doogee X10,"Per il prezzo che ha non è male,mancano un pò di cose,tipo viaggia in 3G,non puoi scegliere la suoneria che vuoi,pesa  abbastanza ed è ingombrante;il resto non è malvagio,per chi non pretende da la possibilitá di essere soddisfatto grazie alle varie app  di playstore"
1,TROPPO LENTO,"Puntuali nel servizio (solo un giorno di ritardo su quanto dichiarato), è esteticamente un bel oggetto, ma assolutamente lento, per aprire una app ci mette un sacco e per facebook e istagram addirittura sembra si sia inchiodato. Non lo consiglio a chi cerca un primo telefono. Delusione"
5,Bello,L'ho preso per regalarlo a mio suocero e devo dire che è molto Bello per quello che costa è rimasto contento
1,Pessimo,"Prefetto che ho già un doogee x5 e mi trovo benissimo,mi aspettavo di trovarmi con x10 ancora meglio...invece no!!! È lentissimo,non ha scaricato neanche le applicazioni più comuni come facebook,si impalla di continuo....insomma terribile!restituito il giorno stesso."
5,Doogee x10,Il telefono e molto bello. E arrivato nei tempi. Vedo che anche come funzionamento e semplice e sono rimasta stupita x la velocità con cui si carica la batteria.
1,Pessimo,"Il touch screen non risponde mai, per inviare un messaggio impiego un mucchio di tempo, navigare in internet risulta impossibile. Il motivo, ho capito poi, è dovuto ai miseri 512 MB di RAM... uno smartphone per funzionare decentemente  ne dovrebbe avere 2 GB di RAM. Non compratelo!"
4,rapporto qualita' prezzo,"preso di ""fretta"" telefono in sostituzione di altro di maggior pregio in riparazione. ebbene direi che il rapporto qualita' prezzo di questo prodotto sorpassi abbondantemente molti altri telefoni arrivati in casa mia sia a livello funzionale che estetico"
5,ottima,qualità prezzo ottima!!ottimi materiali ...appena arrivato con doppia pellicola di ricambio cover ...tutto perfetto !!allacensione sembra un pochino Lentino ma per l'utilizzo che deve fare cioè chiamare va più che bene 
1,Pessimo smartphone,"Pessimo smartphone! Acquistato per mia madre che ne avrebbe dovuto fare un utilizzo basilare, peccato che lo smartphone sia lento oltre i limiti dell'immaginabile e non permetta l'uso di varie app. Spendete una ventina di euro in più e compratene uno decente."
5,Un buon compromesso,Il telefono è un buon compromesso per chi vuole spendere poco e vuole tenersi quasi al passo con le evoluzioni nel mondo della telefonia.
1,Scarsa qualità,non consiglierei per niente. Purtroppo è troppo tardi per me per rendere. Non consgilio a nessuno. Sembra bello ma è pesante più touch screen non funziona bene per niente. Se posso manderei indietro farai subito.
1,smartphone inutile,Pesantissimo lento difficoltà nel wi-fi Bluetooth difficoltà nel leggere sim connessione dati buono schermo i film si vedono bene batteria super ma non lo consiglio
5,Muletto!,Funziona meglio d certi telefoni da 300+ euro (vedesi Microsoft e simili....). Lo uso per correre insieme ad uno.smart watch e va alla grande. Un affare a 50euri!
3,Medio,"Va bene per le mamme anziane poco tecno... Ricezione bassa... Spuntano notifiche di giochi e altro difficili da eliminare con rischio abbonamenti... Buona la batteria, bello il display, prezzo imbattibile. Consigliato a chi ha poche pretese."
4,Buono,"Qualita' prezzo ottimo. Cellulare discreto, ha doppia sim , si collega ad internet anche se con lentezza. Ottima la durata della  batteria. Le foto lasciano un po a desiderare. Nell'insieme e' un buon prodotto"
3,Prodotto dopo un paio di giorni sembra funzionare bene 😊,"Ottimo dispositivo, telefonino molto bello nella sua linea, però noto difficoltà nel accedere alle app del dispositivo e per scarica altre app"
5,Ottimo come telefono di scorta,"Niente di eccezionale ma fa il suo dovere, fotocamera pessima ma gestisce bene le app di messaggistica e email. Ottimo per le emergenze se il cellulare principale è fuori uso/scarico. Sembra solido ed è più pesante di altri telefoni"
5,Esperienza con il DOOGEE,"Ci si intestardisce per degli smartphone costosissimi,ma nel giro di mesi gli stessi vengono sostituiti da altrettanta tecnologia.Questo DOOGEE è comodissimo,non tecnologicamente super dotato ma per il lavoro è un'ottimo compagno da acquistare.Giuseppe"
5,smartphone DOOGE,Sono soddisfatta dell'acquisto che soddisfa le esigenze a parità di costo. Non ho però ricevuto fattura e/o scontrino fiscale ai fini della garanzia. Rimango in attesa di ricevere quanto di mio diritto cordialità stefania
4,Smartphone economico ma ok,Lo smartphone e arrivato puntuale e ben imballato.lo uso da 2/3settimane e come qualita nn e male.certo nn aspettatevi grandi prestazioni.ma x il prezzo pagato.......direi ok
5,Bellissimo telefono,"A prima vista ok. Designe perfetto, ho apprezzato molto il fatto che al suo interno erano inclusi cover e pellicola, è perfetto per mia madre che le serve solo per utilizzare whatsapp e fare qualche foto  Ottimo regalo"
5,Ottimo,"Il prodotto è come dalla descrizione, ottimo materiale ed è anche bello esteticamente, ottimo rapporto qualità prezzo! L'ho regalato a mio fratello ed è rimasto davvero contento"
1,Pessimo prodotto!,"Il prodotto e' pessimo. Dopo pochi giorni e' diventato molto lento e si "" impalla"" di continuo. E' praticamente impossibile da usare. Dovro' restituirlo. Spero che non sarà' così anche quello che ho fatto acquistare a mia madre!"
5,Magnifico,"Ottimo cellulare, qualità e prezzo super conveniente, non è come un S8 però fa il suo dovere, display molto luminoso, volume suoni alti, display sensibile e batteria che Dura parecchio Non rimpiango il mio vecchio Asus"
5,ottimo prodotto,"Avevo bisogno di cellulare da tenere come emergenza, mi è arrivato un prodotto sorprendentemente funzionale, con un rapporto prezzo e qualità, credo, unico. Suggerirei al fornitore di inserire gli adattatori per SIM Saluti"
1,male,"il telefono è bloccato dopo qualche settimane . non consiglio il telefono . ne ho preso un paio per la famiglia ma non è consigliato questo articolo. secondo me, il telefono deve essere rimosso dal mercato"
4,Telefono,Il telefono non era per me .. Ma sono sicura che piacerà molto alla persona che lo ha ricevuto.. Il modello è veramente bello ed è arrivato in tempistiche giuste.. Due giorni dopo che lo ordinato mi era arrivato e sono soddisfata
3,vale il prezzo,telefono adatto per chi non ha esigenze di prestazione se si scaricano app comincia a bloccarsi se si usa solo per telefonare perfetto!!!!!
1,Problema telefono,Ho acquistato questo telefono 3mesi fa ed è risultato un bidone perché non funziona più ed Amazon deve va dirlo che questi telefoni avrebbero avuto dei problemi chiedo di essere contattatata dal venditore
2,sufficiente,"diciamo che mi aspettavo di meglio, software lento anche solo per aggiornare una pagina di internet, non lo consiglio.....delusa della scelta ! anche l imballaggio era scarso!"
5,Lo consiglio a chi cerca un cell d.o.c in quanto qualita' prezzo,"Eccellente, se non era dual sim era addirittura perfetto , come ricarico ne acquistero un'altro per chi vuole un cell completo ed economico questo e il vs ma non acquistateli tutti xke un'altro lo voglio io"
5,buono,"arrivato nei giorni stabiliti il pacco in perfette condizioni. tutto sommato un bel telefonino funziona bene,come prezzo va bene lo consiglio come prima esperienza ."
1,smartphone economico,"inutilizzabile, lentissimo, si attiva la conversazione senza suonare. In pratica ho chiesto di restituirlo, dovevano venire a ritirarlo tra il 13 e 14 luglio ed è ancora sulla mia scrivania. Molto male."
1,doogee x10,"E andato bene x una settimana poi ha fatto gli aggiornamenti, é uscito il robottino verde che muoveva le antenne, dopo un bel po era coricato al suolo dicendo aggiornamento fallito e da li non ha piu' funzionato"
4,Buono,Cellulare senza troppe pretese ma fa egregiamente il suo lavoro. Buon rapporto prezzo/qualità. Nella confezione non c è l auricolare.
5,fantastico,"Per quello che costa è un cellulare fantastico! Vale molto più del suo prezzo di acquisto e funziona molto bene! Lo schermo è grande e poi è dual sim! Facil da usare, sistema android. Lo consiglio vivamente."
2,Da usare poco,"Per chi cerca un smartphone, senza volere davvero uno smartphone. Appena proverete a usarlo come tale mostrerà blocchi e problemi di vario tipo."
4,Rapporto qualità prezzo buono,"Quello che mi aspettavo da un telefono di questa fascia di prezzo, su certe cose come la qualità delle foto sono rimasto sorpreso direi un buon acquisto e regalo per i miei nonni"
1,non riceve correttamente segnale,"riceve solo una tacca di segnale dove gli altri smarthpone ne ricevono 5 , quindi ricezione decisamente scarsa . si rischia  di essere sempre irraggiungibili"
1,doogee x10,"Ho acquistato questo telefono. L'ho connesso alla rete Wifi, mi ha chiesto di aggiornare android. Effettuo l'aggiornamento e mi segnala che non è andato a buon fine. NON E' PIU' RIPARTITO."
4,ottima durata batteria,"Ottima durata della batteria, software non proprio rapido. Ma per il rapporto qualità prezzo é più che ottimo. Presenti nella confezione custodia e pellicola protettiva per schermo"
5,ottimo,"l'ho comprato come primo telefono per mio figlio e devo dire che, per il prezzo cui l'ho pagato, si è rivelato un ottimo affare."
4,Bel telefono.,Molto bello. Ottimo rapporto qualità prezzo. Soddisfacente. E un po lento ma funziona perfettamente anche su tutte le applicazioni. Raccomando a tutti.
1,mediocre!!!,Il telefono è lentissimo e si surriscalda velocemente. è estenuante da utilizzare a motivo della lentezza con cui apre le app e la qualità della ricezione è bassissima. Pessimo prodotto!!
4,Doogee,"Il prezzo è davvero buono! per le sue funzioni , l'unica pecca e che pesa molto rispetto ai prodotti che sono attualmente nel mercato degli smartphone Mi auguro che duri per un po di tempo."
1,smarthone,appena arrivato lo acceso subito bloccato non partiva rimaneva android senza applicazioni ciamato assistenza lo restituisco rimasto deluso lo sconsiglio
1,Doogee X10,"Lento , si blocca continuamente, ed é capitato due volte che ho dovuto spegnerlo poiché era andato in protezione per l' elevata temperatura della batteria."
5,Prodotto utile e ottimo,"Un prodotto eccellente, il prezzo è molto basso per la qualità del prodotto, ottimo lo consiglio a chiunque. Doogee è una ditta seria, sono seriamente contento del acquisto"
1,telefono,Appena arrivato il telefono funzionava bene dopo un mese di utilizzo ha iniziato a funzionare male e ho notato che arrivano le pubblicità peccato il telefono era bello ma non funziona bene
5,10/10,"Secondo prodotto DOOGEE che acquisto. Batteria impressionante, bel design e schermo piacevole. Arrivato con una cover inclusa che, se non altro, è stata una piacevole sorpresa."
1,Pessimo,"Pessimo telefono, lentissimo, continua a bloccarsi, fa venire l'esaurinento nervoso, non funzionante, usato una settimana e basta...assolutamente da non acquistare!"
5,Ottimo,Ottimo telefono da battaglia!!! Facile da usare intuitivo molto preciso nella digitazione dei tasti e abbastanza veloce... esteticamente molto carino!
5,cellulare doogee,"Ottimo compromesso qualitá prezzo, oggetto soddisfacente le aspettative sia da un punto di vista funzionale che estetico, consigliatissimo anche per i piú esigenti"
5,telefonia mobile  DOOGEEEX10 DUAL SIM,ho  regalato il prodotto  convinto della qualità ed ho centrato l'obiettivo. complimenti il prodotto è di  spessore valuterò nuove offerte nel setto re telefonia in futuro
5,Telefonino,Perfetto  chiaro luminoso  comodo Molti piu bello di altri grandi marche Prezzo eccezionale Impareggiabile rapporto qualità prezzo Acquisto praticamente ottimo
1,Poche aspettative,Il prezzo è basso ma anche il prodotto non è granché. Lento e macchinoso....con qualche euro in più si può prendere di meglio
1,e un scifo,"in poche parole fa scifo, e non solo ,in tre settimane, non  funziona piu ,non compre sta m...a .sono veramente deluso , mi chiedo perche amazon ,a questa gente"
5,Soddisfatta,"Un buon telefono a un buon prezzo davvero soddisfatta grazie. Sicuramente un ottimo acquisto, il telefono era completo di mascherina e pellicola protettiva. Lo consiglio"
5,Soddisfatto,"Buon telefono, buon prezzo!! Soddisfatto! Consiglio l'acquisto a chi vuole risparmiare ed avere uno smartphone entry level ma che svolge egregiamente il suo compito"
1,Telefono scadente,Si è rotto subito dopo un mese non dava più segni di vita.Non so neanche se avesse garanzia.Sono rimasta delusa
4,Ok,"L ho comprato per mia madre, è il prodotto giusto, al giusto prezzo per chi non ha grandi pretese e deve prendere confidenza con gli smartphone. Sono soddistatta"
3,troppo lento!,"troppo lento per un utilizzo lavorativo,ogni operazione impiega parecchi secondi,prestazioni scarse se pensate di utilizzarlo con social vari e posta.vale cmq il prezzo pagato."
1,pessimo,"articolo difettoso non di connette alla rete si blocca in continuazione con le due sim si blocca totalmente, chiedo assistenza tacnica o un eventuale rimborso o sostituzione"
5,Qualita prezzo buona,"Mi è appena arrivato ma si prenta bene, con la confezione elegante..la qualita prezzo sembra buona.l'unico neo è che manca l'auricolare..ma visto il prezzo e ininfluente."
5,consigliato,Un acquisto che mi ha sorpreso veramente tanto per la qualità offerta a questo prezzo.molto facile da usare ed con un ottimo impacco.arrivato nei tempi previsti
5,Tutto perfetto!,Ottimo prodotto ad un prezzo veramente conveniente. Presenti nella confezione anche una custodia rigida e due cartine proteggi schermo. Soddisfatta!
5,telefono doogee,Ricevuto conn la tempistica prevista pero' al momento essendo un regalo devro'aprirlo ed al momento informazioni sulla natura tecnica del prodotto non posso fornirLe
5,"Eccellente, ottimo prodotto e servizio rapidissimo","Quello che colpisce di questo smartphone è la solidità della scocca, l'efficienza costruttiva e la durata delle batterie. Ottimo rapporto qualità/prezzo."
5,DOOGEE X 10 Dual SIM,"Si il Cell DOOGEE funziona bene devo solo imparare ad utilizzarlo nel modo migliore, pechè sono un dilettante (con 83 anni) di queste novità."
5,Telefono dual sim Doogee,"Prodotto buono per il presso chiesto. Facile da usare. In alcuni casi ha bisogno di ""smaltire"" dati prima di consentire una operazione successiva."
4,Buono,"Per il prezzo ne vale la pena... è un mix tra wiko e huawei Ottimo nelle prestazioni, nella luminosità. Comprerò un altro dooge sicuramente"
5,Efficace,Il rapporto qualità prezzo é veramente invidiabile. Le funzioni necessarie sono tutte quante funzionanti. Tutti i comandi sono facilmente capibili
3,BENE COME MULETTO,"acquistato come muletto , utilizzato per una settimana. Va bene per funzioni base come le telefonate, e servizi di messaggistica, ma si impalla frequentemente."
4,Doogie x 10,"Per chi non ha particolari esigenze tipo mia mamma che lo usa per telefonare fare foto guardare qualcosa su Google e Google maps, è più che sufficiente."
1,UNA SCHIFEZZA,"LENTO, QUASI INUSABILE, NON VEDO L'ORA DI SBARAZZARMI DI QUESTO TELEFONO, LO USERO' PER IL TIRO AL PIATTELLO QUANTO PRIMA"
4,Buono,Ottimo prodotto! Lo avevo acquistato principalmente per fare un regalo all'estero. E mi è stato detto che è un buon prodotto
5,DOOGEE X10 DUAL SIM,"Ottimo prodotto, buon prezzo E buone funzioni generali, con confezione ed accessori sufficienti. Sono molto soddisfatto. Un buon prodotto. Grazie"
5,Soddisfatto,Perfetto nonostante il prezzo.buona la durata della batteria.va bene come cel di scorta.perché mi devo scassare ha scrivere per forza un tot di parole????
5,ottimo,ottimo telefono funzionale e facile da usare piena soddisfazione qualità prezzo lo consiglio a tutti anche ai signori e le signore della terza età :)
5,bellissimo,nessun problema va che è una scheggia migliore di quello che pensavo ottimo schermo ottimo rapporto qualità prezzo lo consiglio
1,Il prodotto non è di buona qualità,"Lo smartphone si presenta pesante. Processore scarso, molto lento e che surriscalda e va in reset dopo poche ore di utilizzo. Non lo consiglio"
5,splendido,"L'ho comprato per fare un regalo...eccellente figura. Completo, stupendo e funziona con un iphone! grazie AMAZON VERAMENTE BELLO...SONO SODDISFATTO. GIANLUCA AQ"
5,Soddisfatto,Qualita' prezzo ottimo. Durata della batteria illimitata. Molto soddisfatto dell'acquisto. Credo che ne comprerò degli altri. Complimenti per il prodotto
5,Ottimo rapporto qualità/prezzo,"Telefono ottimo a questo prezzo , persino superiore ad alcuni smartphone che costano più di 100€. E arrivato con cover e pellicola protettiva incluse."
1,Inutile,"Una vera fregatura, si fa fatica anche a telefonare. Credo che, quando mi ritorna il mio dall'assistenza, lo butterò via.  Pessimo acquisto."
1,Pessimo,"Non mi aspettavo un'iphone ma certo una cosa mai vista..Lento ,si blocca..ho ripreso il mio che non va.Non compratelo mi raccomando"
3,Alina B.,Carino come design del telefono però il software lento dato che ha 512Ram.Per chi vuole può scaricare Browser 4G da Playstore come suggerimento.
5,perfetto,l'ho regalato a mia mamma non più giovanissima (77 anni). Lo ha imparato quasi da subito. Eccellente... CONSIGLIATO A TUTTI è davvero carino.
1,Doogee X10,"Dopo tre settimane si è rotto. al inizio tutto bene poi sempre più lento finché un giorno si è bloccato , restava inpresso logo di tel doogee x10"
5,Telefono consigliato,Ottimo acquisto.nulla da invidiare a quelli super costosi.subito impostato anche da me che sono poco tecnologica.i colori delle foto sono ottimi
1,Bhoo,Per l'amor di dio costa poco siamo d'accordo ma è veramente ma dico veramente piantato. Per aprire le pagine e le app ci vuole 45 minuti
5,i prodotti sono arrivati subito,"Non ho ancora usato il cellulare,perché é un Regalo. Posso comunque garantire che é molto più grazioso rispetto alla foto.sono soddisfatta"
4,Smartphome doogee,Buon telefono per il prezzo pagato.Spedizione veloce considerando che viene da fuori Italia.Consigliato se si desidera un telefono senza troppe pretese
1,Non vale niente,"Pessimo. Non vale nemmeno i soldi spesi. Si è bloccato sin da subito, e non è stato utilizzabile sin dai giorni successivi all'arrivo."
1,Utente insoddisfatto,PER niente soddisfatta è molto lento e lo sfondo dello schermo cambia quando vuole ed è un impresa sistemarlo speravo meglio
4,DOOGEE X10 dual SIM  Buono,Buono.Peccato per i 512 che ti consentono poche app. Da migliorare involucro esterno.buona fluidità .essenziale per quello che si vuole fare
1,Non funziona bene,"Prodotto pessimo perchè non funziona la connessione wifi, provato a cambiare impostazioni. Ho provato a installare skype non funziona bene."
5,smartphone DOOGEE X 10  dual sim,E' un buon telefono a prezzo basso.. purtroppo molto lento UNICO NEO COMUNQUE COME TELEFONO DI AIUTO PUO ANDARE. BUON ACQUISTO
5,ottimo telefono per il prezzo,ottimo telefono per il prezzo pagato. ha una breve latenza tra la digitazione e l'esecuzione del comando. ha anche cover e due pellicole
4,ottimo prodotto!,Prodotto consigliato per chi cerca un buon prodotto a un prezzo non eccessivo!display ampio e touch abbastanza reattivo! Consegna perfetta!
1,doogee x10,dopo il primo aggiornamento il telefono si è bloccato e nessun centro di assistenza da me contattato è riuscito a farlo ripartire.
1,solita cinesata,telefono bello all apparenza ma poi invece e lento e nn andava e durato 3 mesi poi si e bloccato e nn va piu
1,cellulare,non ho nulla da dire  solo bello ha vedere peccato che il  prodotto nuovo non si accende quindi impossibile valutare
1,DELUSIONE,E UNA DELUSIONE TOTALE. E POSSIBILE MANDARE INDIETRO? IO HO  COMPRATO ADDIRITTURA DUE SI BLOCCA E NON VA PIÙ. PERCHÉ LI VENDONO?
5,rapporto qualità prezzo ottimo!,Telefono DOOGEE X 10 Dual SIM ha un rapporto qualità prezzo ottimo! Credo che a questo prezzo sia difficile trovare di meglio.
1,Schifo,Non compratelo è lentissimo non riesce nemmeno Ada andare su WhatsApp. Figurati face book o alti siti. Davvero negativo. Sconsigliato
1,Non funziona,Non funziona e bloccato devo fare la richiesta x poter mandare in dietro ma non riesco a cambiare l indirizzo come faccio
4,soddisfatto,"Per il Prezzo Pagato non si può chiedere di più, e per l'uso che ne faccio va benissimo speriamo duri nel tempo."
4,"Smartphone Android, DOOGEE X5 MAX Dual SIM...  DOOGEE","è ciò che ho ordinato, funziona ed il prezzo era quello concordato. spero di poter fare altri commenti simili. ciao"
5,Doogex10,ottimo prodotto consigliato funziona benissimo ottima fotocamera'buon processo re la RAM e poca 'ma per il costo va più che bene.
1,Doogee x10,Pessimo telefono al primo aggiornamento il telefono o meglio android e andato in blocco e quindi addio telefono e 50€ buttati al vento
1,Dooge,Non adatto per utilizzarlo come telefono...molto molto lento.si blocca spesso e non si riesce ad utilizzare senza perdere la pazienza
5,Marmita scarabeo aprilia,Ottimo solo che ho sbagliato pezzo la mia e scarabeo 50 invece mi e arrivato una della piagio ...penso avere scrito scarabeo aprilia
1,non rispetta le mie aspettative,lentissimo e si blocca  non si riece a tornare indietro  non si riece a entrare su i siti  non rispetta le mie aspettative mi spiace
2,Vale il prezzo,Non si può dire che non funziona. Però il touch ė molto lento. Pesa anche abbastanza. La batteria ha una buona durata.
5,buono,"al momento sono soddisfatta,ha la stessa grafica della marca mediacom...il telefoni in se nn è male ben fatto.. vediamo dopo"
2,costa poco ma ??????,Molto lento .....foto non belle pesante insomma non mi piace..... Pensavo che anche se non era di marca nota ......delusione!!!!!
5,Eccellente acquisto,"Ottimo in tutto, merce come da descrizione ed utilissima per chi è alle prime armi con smartphone di ultima generazione."
4,Telefono dodgee,Per quello che mi serve e un buon telefono ancora devo capire come funziona sto aspettando mia madre che il telefono e per lei
5,bellissimo cellulare,Ottimo cellulare lo dato a un amico si sta trovando bene non è velocissimo  essendo un 3 gl ma fa il fatto suo
